PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LAT,LONG_,CONFIRMED,DEATHS,RECOVERED,ACTIVE,FIPS,INCIDENT_RATE,TOTAL_TEST_RESULTS,PEOPLE_HOSPITALIZED,CASE_FATALITY_RATIO,UID,ISO3,TESTING_RATE,HOSPITALIZATION_RATE,CODE
Vermont,US,2021-01-09 05:30:00,44.0459,-72.7107,8619,156,5778,2685,50,1381.274349,743851,,1.809954751,84000050,USA,119208.9925,,
Virgin Islands,US,2021-01-09 05:30:00,18.3358,-64.8963,2143,24,1984,135,78,1997.799903,37469,,1.119925338,850,VIR,34930.26811,,
Virginia,US,2021-01-09 05:30:00,37.7693,-78.17,387917,5312,32595,350010,51,4544.738287,4500002,,1.369365096,84000051,USA,52720.89489,,
Washington,US,2021-01-09 05:30:00,47.4009,-121.4905,268607,3699,,264908,53,3527.390339,3987138,,1.377104841,84000053,USA,52359.73769,,
West Virginia,US,2021-01-09 05:30:00,38.4912,-80.9545,97898,1554,68155,28189,54,5462.609931,1629977,,1.587366443,84000054,USA,90951.07712,,
Wisconsin,US,2021-01-09 05:30:00,44.2685,-89.6165,544618,5529,467069,72020,55,9353.785719,5558502,,1.015206989,84000055,USA,95466.98168,,
Wyoming,US,2021-01-09 05:30:00,42.756,-107.3025,46647,489,44279,1879,56,8059.831467,528137,,1.048298926,84000056,USA,91253.35416,,
Alabama,US,2021-01-10 05:30:00,32.3182,-86.9023,399150,5299,211684,182167,1,8140.62696,1956786,,1.327571089,84000001,USA,39908.46766,,
Alaska,US,2021-01-10 05:30:00,61.3707,-152.4044,49979,224,7165,42569,2,6829.108257,1345573,,0.448376636,84000002,USA,183935.7798,,
American Samoa,US,2021-01-10 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-10 05:30:00,33.7298,-111.4312,607345,10036,84029,513280,4,8344.121636,5557364,,1.652438071,84000004,USA,41827.50889,,
Arkansas,US,2021-01-10 05:30:00,34.9697,-92.3731,251746,4010,219887,27849,5,8342.026189,2158016,,1.592875358,84000005,USA,71509.48173,,
California,US,2021-01-10 09:30:00,36.1162,-119.6816,2704483,29807,,2645555,6,6770.720038,35353748,,1.110433296,84000006,USA,89475.47193,,
Colorado,US,2021-01-10 05:30:00,39.0598,-105.3111,358947,5190,18891,334866,8,6233.086566,4736803,,1.445895912,84000008,USA,82254.21342,,
Connecticut,US,2021-01-10 05:30:00,41.5978,-72.7554,205994,6324,9800,189870,9,5777.76768,4619970,,3.06999233,84000009,USA,129581.9944,,
Delaware,US,2021-01-10 05:30:00,39.3185,-75.5071,64475,1128,18851,44655,10,6621.214175,1044510,,1.502908104,84000010,USA,107265.2101,,
Diamond Princess,US,2021-01-10 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-10 05:30:00,38.8974,-77.0268,31457,813,22042,8602,11,4457.250382,950762,,2.584480402,84000011,USA,134716.7336,,
Florida,US,2021-01-10 05:30:00,27.7663,-81.6868,1464697,22804,,1441893,12,6819.605809,16715694,,1.55690904,84000012,USA,77828.00395,,
Georgia,US,2021-01-10 05:30:00,33.0406,-83.6431,748852,11457,,737395,13,7053.04856,5632471,,1.529941831,84000013,USA,53049.3228,,
Grand Princess,US,2021-01-10 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-10 05:30:00,13.4443,144.7937,7399,124,7146,129,66,4505.294436,98511,,1.675902149,316,GUM,59983.92489,,
Hawaii,US,2021-01-10 05:30:00,21.0943,-157.4983,23897,308,11958,11143,15,1653.256792,863028,,1.31151743,84000015,USA,60953.81503,,
Idaho,US,2021-01-10 05:30:00,44.2405,-114.4788,149235,1528,64538,83169,16,8350.843422,559371,,1.023888498,84000016,USA,31301.09985,,
Illinois,US,2021-01-10 05:30:00,40.3495,-88.9861,1024039,19210,,1004829,17,8081.229998,14025514,,1.875905117,84000017,USA,110682.703,,
Indiana,US,2021-01-10 05:30:00,39.8494,-86.2583,558560,10089,364221,185373,18,8296.818627,6061499,,1.605199083,84000018,USA,90037.16308,,
Iowa,US,2021-01-10 05:30:00,42.0115,-93.2105,296171,4127,255103,36941,19,9387.145135,1195536,,1.393451756,84000019,USA,37892.53487,,
Kansas,US,2021-01-10 05:30:00,38.5266,-96.7265,244583,3164,4838,235669,20,8363.259161,1051207,,1.289154846,84000020,USA,36082.85959,,
Kentucky,US,2021-01-10 05:30:00,37.6681,-84.6701,300397,2876,38905,258616,21,6723.79111,3310799,,0.957399708,84000021,USA,74105.66977,,
Louisiana,US,2021-01-10 05:30:00,31.1695,-91.8678,341431,7833,280373,53225,22,7344.506984,4399258,,2.294167782,84000022,USA,94632.24225,,
Maine,US,2021-01-10 05:30:00,44.6939,-69.3819,29019,432,11728,16859,23,2158.811259,1173333,,1.48867983,84000023,USA,87287.79389,,
Maryland,US,2021-01-10 05:30:00,39.0639,-76.8021,303364,6246,9427,287691,24,5017.863995,6085068,,2.058912725,84000024,USA,100651.5065,,
Massachusetts,US,2021-01-10 05:30:00,42.2302,-71.5301,427135,13074,293522,120539,25,6197.095598,11635559,,3.060858979,84000025,USA,168814.7107,,
Michigan,US,2021-01-10 05:30:00,43.3266,-84.5361,562553,14145,415079,133329,26,5632.933364,8515027,,2.514429752,84000026,USA,85262.33028,,
Minnesota,US,2021-01-10 05:30:00,45.6945,-93.9002,434413,5731,412546,16136,27,7702.860754,5635581,,1.319251496,84000027,USA,99928.16907,,
Mississippi,US,2021-01-10 05:30:00,32.7416,-89.6787,236868,5146,182103,49619,28,7958.875715,1420446,,2.172518027,84000028,USA,47727.65073,,
Missouri,US,2021-01-10 05:30:00,38.4561,-92.2884,477617,6173,,425814,29,7037.850383,3798436,,1.418937221,84000029,USA,61889.70363,,
Montana,US,2021-01-10 05:30:00,46.9219,-110.4544,86102,1054,79906,5142,30,8056.116425,837136,,1.224129521,84000030,USA,78326.46256,,
Nebraska,US,2021-01-10 05:30:00,41.1254,-98.2681,175620,1737,119393,54490,31,9078.746573,1837671,,0.989067304,84000031,USA,94999.14186,,
Nevada,US,2021-01-10 05:30:00,38.3135,-117.0554,246309,3450,,242859,32,7996.64043,2210776,,1.400679634,84000032,USA,71774.80621,,
New Hampshire,US,2021-01-10 05:30:00,43.4525,-71.5639,52371,862,43374,6635,33,3741.309734,1085829,,1.694482121,84000033,USA,79857.33733,,
New Jersey,US,2021-01-10 05:30:00,40.2989,-74.521,579250,19854,59246,443935,34,5888.581532,8240865,,3.795921879,84000034,USA,92779.65232,,
New Mexico,US,2021-01-10 05:30:00,34.8405,-106.2485,154954,2732,76801,75421,35,7389.920685,2078816,,1.763103889,84000035,USA,99140.94092,,
New York,US,2021-01-10 05:30:00,42.1657,-74.9481,1119284,39471,109035,970778,36,5753.620121,27074166,,3.526450838,84000036,USA,139173.3164,,
North Carolina,US,2021-01-10 05:30:00,35.6301,-79.8064,614355,7425,487090,119840,37,5857.647593,7487537,,1.208584613,84000037,USA,71390.89466,,
North Dakota,US,2021-01-10 05:30:00,47.5289,-99.784,94558,1360,91222,1984,38,12408.17676,1275907,,1.429810275,84000038,USA,167428.2407,,
Northern Mariana Islands,US,2021-01-10 05:30:00,15.0979,145.6739,125,2,29,94,69,226.6792398,17554,,1.6,580,MNP,31833.019,,
Ohio,US,2021-01-10 05:30:00,40.3888,-82.7649,770977,14871,628964,132414,39,6595.691713,8092160,,1.245043626,84000039,USA,69228.25538,,
Oklahoma,US,2021-01-10 05:30:00,35.5653,-96.9289,325277,2738,281869,40268,40,8210.194111,2824791,,0.842785687,84000040,USA,71387.71045,,
Oregon,US,2021-01-10 05:30:00,44.572,-122.0709,124476,1603,5870,117003,41,2951.250872,2786624,,1.287798451,84000041,USA,66069.17406,,
Pennsylvania,US,2021-01-10 05:30:00,40.5908,-77.2098,718913,17710,520490,179161,42,5602.855931,8048586,,2.457349113,84000042,USA,31877.10128,,
Puerto Rico,US,2021-01-10 05:30:00,18.2208,-66.5901,82630,1616,72747,8267,72,2587.286071,388602,,1.95570616,630,PRI,12167.79065,,
Rhode Island,US,2021-01-10 05:30:00,41.6809,-71.5118,97614,2062,5860,89838,44,9214.422657,2115967,,1.9628332,84000044,USA,199739.9376,,
South Carolina,US,2021-01-10 05:30:00,33.8569,-80.945,350084,5758,162451,181875,45,6799.445454,3434733,,1.644748118,84000045,USA,66710.50286,,
South Dakota,US,2021-01-10 05:30:00,44.2998,-99.4388,102901,1570,96291,5040,46,11631.71346,383093,,1.525738331,84000046,USA,43304.03014,,
Tennessee,US,2021-01-10 05:30:00,35.7478,-86.6923,646450,7704,560642,78104,47,9466.005698,5908921,,1.1917395,84000047,USA,86524.68073,,
Texas,US,2021-01-10 05:30:00,31.0545,-97.5635,1951915,30313,1549210,372392,48,6731.697512,14653811,,1.552987707,84000048,USA,50537.56083,,
Utah,US,2021-01-10 05:30:00,40.15,-111.8624,303723,1390,247390,54943,49,9473.704896,2362020,,0.457653849,84000049,USA,73675.94959,,
Vermont,US,2021-01-10 05:30:00,44.0459,-72.7107,8790,156,5902,2732,50,1408.678679,752906,,1.774744027,84000050,USA,120660.1398,,
Virgin Islands,US,2021-01-10 05:30:00,18.3358,-64.8963,2143,24,1984,135,78,1997.799903,37469,,1.119925338,850,VIR,34930.26811,,
Virginia,US,2021-01-10 05:30:00,37.7693,-78.17,393715,5381,32833,355501,51,4612.666201,4537960,,1.366724661,84000051,USA,53165.6013,,
Washington,US,2021-01-10 05:30:00,47.4009,-121.4905,271595,3698,,267897,53,3566.629236,4009784,,1.361586185,84000053,USA,52657.1286,,
West Virginia,US,2021-01-10 05:30:00,38.4912,-80.9545,99778,1570,69228,28980,54,5567.51204,1649119,,1.573493155,84000054,USA,92019.18146,,
Wisconsin,US,2021-01-10 05:30:00,44.2685,-89.6165,548134,5567,470385,72182,55,9414.172836,5585041,,1.015627566,84000055,USA,95922.78762,,
Wyoming,US,2021-01-10 05:30:00,42.756,-107.3025,46719,489,44490,1740,56,8072.271878,528137,,1.046683362,84000056,USA,91253.35416,,
Alabama,US,2021-01-11 05:30:00,32.3182,-86.9023,401900,5334,211684,184882,1,8196.712953,1966656,,1.32719582,84000001,USA,40109.76539,,
Alaska,US,2021-01-11 05:30:00,61.3707,-152.4044,50238,224,7165,42829,2,6864.649475,1352480,,0.446055199,84000002,USA,184879.9459,,
American Samoa,US,2021-01-11 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-11 05:30:00,33.7298,-111.4312,618546,10141,85004,523401,4,8498.008646,5635119,,1.63949003,84000004,USA,42250.05588,,
Arkansas,US,2021-01-11 05:30:00,34.9697,-92.3731,255076,4043,219887,31146,5,8452.371327,2158016,,1.585017799,84000005,USA,71509.48173,,
California,US,2021-01-11 09:30:00,36.1162,-119.6816,2744008,30104,,2687858,6,6878.534776,35826824,,1.103955977,84000006,USA,90672.7622,,
Colorado,US,2021-01-11 05:30:00,39.0598,-105.3111,361148,5208,19113,336827,8,6271.306759,4770751,,1.442068072,84000008,USA,82843.71779,,
Connecticut,US,2021-01-11 05:30:00,41.5978,-72.7554,205994,6324,9800,189870,9,5777.76768,4619970,,3.06999233,84000009,USA,129581.9944,,
Delaware,US,2021-01-11 05:30:00,39.3185,-75.5071,65273,1137,18851,45450,10,6703.164216,1052875,,1.489130268,84000010,USA,108124.2478,,
Diamond Princess,US,2021-01-11 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-11 05:30:00,38.8974,-77.0268,31791,817,22153,8821,11,4504.575989,957350,,2.569909723,84000011,USA,135650.2099,,
Florida,US,2021-01-11 05:30:00,27.7663,-81.6868,1477010,22912,,1454098,12,6876.93494,16817965,,1.551242036,84000012,USA,78304.17609,,
Georgia,US,2021-01-11 05:30:00,33.0406,-83.6431,757045,11458,,745587,13,7130.214177,5672290,,1.51351637,84000013,USA,53424.3573,,
Grand Princess,US,2021-01-11 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-11 05:30:00,13.4443,144.7937,7399,124,7146,129,66,4505.294436,98519,,1.675902149,316,GUM,59988.79613,,
Hawaii,US,2021-01-11 05:30:00,21.0943,-157.4983,24045,309,11958,11320,15,1665.828549,869572,,1.305859408,84000015,USA,61416.00371,,
Idaho,US,2021-01-11 05:30:00,44.2405,-114.4788,149667,1534,64785,83348,16,8375.017137,561307,,1.024942038,84000016,USA,31409.4339,,
Illinois,US,2021-01-11 05:30:00,40.3495,-88.9861,1028750,19293,,1009457,17,8118.406976,14103289,,1.875382746,84000017,USA,111296.4664,,
Indiana,US,2021-01-11 05:30:00,39.8494,-86.2583,563653,10147,364890,189778,18,8372.469761,6109153,,1.594065853,84000018,USA,90745.0129,,
Iowa,US,2021-01-11 05:30:00,42.0115,-93.2105,296682,4138,255593,36951,19,9403.341289,1198291,,1.394759372,84000019,USA,37979.85465,,
Kansas,US,2021-01-11 05:30:00,38.5266,-96.7265,244583,3165,4838,235669,20,8363.259161,1051207,,1.289154846,84000020,USA,36082.85959,,
Kentucky,US,2021-01-11 05:30:00,37.6681,-84.6701,303624,2901,39006,261717,21,6796.021105,3310799,,0.955458067,84000021,USA,74105.66977,,
Louisiana,US,2021-01-11 05:30:00,31.1695,-91.8678,346829,7873,280373,58583,22,7460.623121,4445919,,2.269994724,84000022,USA,95635.96494,,
Maine,US,2021-01-11 05:30:00,44.6939,-69.3819,29298,432,11735,17131,23,2179.566914,1173612,,1.474503379,84000023,USA,87308.54954,,
Maryland,US,2021-01-11 05:30:00,39.0639,-76.8021,306674,6272,9427,290975,24,5072.613833,6145245,,2.045168485,84000024,USA,101646.8784,,
Massachusetts,US,2021-01-11 05:30:00,42.2302,-71.5301,432791,13151,293522,126118,25,6279.155773,11717313,,3.03864914,84000025,USA,170000.84,,
Michigan,US,2021-01-11 05:30:00,43.3266,-84.5361,562553,14145,415079,133329,26,5632.933364,8515027,,2.514429752,84000026,USA,85262.33028,,
Minnesota,US,2021-01-11 05:30:00,45.6945,-93.9002,436572,5775,414756,16041,27,7741.143394,5670387,,1.32280586,84000027,USA,100545.337,,
Mississippi,US,2021-01-11 05:30:00,32.7416,-89.6787,239082,5167,182103,51812,28,8033.267152,1422660,,2.161183192,84000028,USA,47802.04217,,
Missouri,US,2021-01-11 05:30:00,38.4561,-92.2884,480558,6180,,428578,29,7082.950708,3819153,,1.410822362,84000029,USA,62227.25546,,
Montana,US,2021-01-11 05:30:00,46.9219,-110.4544,86324,1056,80237,5031,30,8076.88781,842250,,1.223298272,84000030,USA,78804.95295,,
Nebraska,US,2021-01-11 05:30:00,41.1254,-98.2681,176026,1760,120729,53537,31,9099.734906,1848089,,0.999852295,84000031,USA,95537.70456,,
Nevada,US,2021-01-11 05:30:00,38.3135,-117.0554,248569,3467,,245102,32,8070.013337,2223317,,1.394783742,84000032,USA,72181.96091,,
New Hampshire,US,2021-01-11 05:30:00,43.4525,-71.5639,52980,869,44277,6454,33,3794.924068,1091708,,1.684108527,84000033,USA,80289.70862,,
New Jersey,US,2021-01-11 05:30:00,40.2989,-74.521,584828,19854,59705,505269,34,6584.277076,8246511,,3.394844296,84000034,USA,92843.21772,,
New Mexico,US,2021-01-11 05:30:00,34.8405,-106.2485,156157,2749,77731,75677,35,7447.293032,2093575,,1.760407795,84000035,USA,99844.81329,,
New York,US,2021-01-11 05:30:00,42.1657,-74.9481,1135592,39632,109982,985978,36,5837.450532,27321002,,3.48998584,84000036,USA,140442.1638,,
North Carolina,US,2021-01-11 05:30:00,35.6301,-79.8064,623188,7567,487090,128531,37,5941.86698,7555356,,1.214240326,84000037,USA,72037.52373,,
North Dakota,US,2021-01-11 05:30:00,47.5289,-99.784,94716,1360,91465,1899,38,12428.90998,1278553,,1.427425145,84000038,USA,167775.4566,,
Northern Mariana Islands,US,2021-01-11 05:30:00,15.0979,145.6739,125,2,29,94,69,226.6792398,17554,,1.6,580,MNP,31833.019,,
Ohio,US,2021-01-11 05:30:00,40.3888,-82.7649,777065,15017,634085,133353,39,6647.774422,8145652,,1.238892499,84000039,USA,69685.8783,,
Oklahoma,US,2021-01-11 05:30:00,35.5653,-96.9289,331775,2761,285645,42956,40,8374.132638,2831278,,0.833227709,84000040,USA,71551.64898,,
Oregon,US,2021-01-11 05:30:00,44.572,-122.0709,125683,1604,5870,118209,41,2979.868114,2786624,,1.276226697,84000041,USA,66069.17406,,
Pennsylvania,US,2021-01-11 05:30:00,40.5908,-77.2098,725668,17804,520490,185658,42,5654.316685,8106628,,2.447555829,84000042,USA,32044.07534,,
Puerto Rico,US,2021-01-11 05:30:00,18.2208,-66.5901,83119,1630,73760,7729,72,2602.597494,389091,,1.961043805,630,PRI,12183.10208,,
Rhode Island,US,2021-01-11 05:30:00,41.6809,-71.5118,97614,2074,5860,89838,44,9214.422657,2115967,,1.9628332,84000044,USA,199739.9376,,
South Carolina,US,2021-01-11 05:30:00,33.8569,-80.945,354525,5811,163716,184998,45,6885.700002,3466585,,1.639094563,84000045,USA,67329.14277,,
South Dakota,US,2021-01-11 05:30:00,44.2998,-99.4388,103318,1585,96693,5040,46,11678.85027,384161,,1.534098608,84000046,USA,43424.75462,,
Tennessee,US,2021-01-11 05:30:00,35.7478,-86.6923,653869,7785,565197,80887,47,9574.642556,5948059,,1.190605458,84000047,USA,87097.78079,,
Texas,US,2021-01-11 05:30:00,31.0545,-97.5635,1968189,30479,1558945,378765,48,6787.822726,14791044,,1.548580954,84000048,USA,51010.8453,,
Utah,US,2021-01-11 05:30:00,40.15,-111.8624,305999,1392,249390,55217,49,9544.697716,2373998,,0.454903447,84000049,USA,74049.56646,,
Vermont,US,2021-01-11 05:30:00,44.0459,-72.7107,8967,156,6015,2796,50,1437.044563,759091,,1.739712278,84000050,USA,121651.3432,,
Virgin Islands,US,2021-01-11 05:30:00,18.3358,-64.8963,2143,24,1984,135,78,1997.799903,37469,,1.119925338,850,VIR,34930.26811,,
Virginia,US,2021-01-11 05:30:00,37.7693,-78.17,398856,5383,32998,360475,51,4672.896868,4588152,,1.349609884,84000051,USA,53753.63818,,
Washington,US,2021-01-11 05:30:00,47.4009,-121.4905,271595,3698,,267897,53,3566.629236,4034774,,1.361586185,84000053,USA,52985.3013,,
West Virginia,US,2021-01-11 05:30:00,38.4912,-80.9545,101212,1582,70382,29248,54,5647.527798,1662374,,1.563055764,84000054,USA,92758.79713,,
Wisconsin,US,2021-01-11 05:30:00,44.2685,-89.6165,550260,5570,472862,71828,55,9450.686775,5608884,,1.012248755,84000055,USA,96332.2899,,
Wyoming,US,2021-01-11 05:30:00,42.756,-107.3025,46832,489,44556,1787,56,8091.796413,528137,,1.044157841,84000056,USA,91253.35416,,
Alabama,US,2021-01-12 05:30:00,32.3182,-86.9023,404000,5347,211684,186969,1,8239.542257,1972863,,1.323514851,84000001,USA,40236.35657,,
Alaska,US,2021-01-12 05:30:00,61.3707,-152.4044,50413,224,7165,43005,2,6888.708145,1357708,,0.444497361,84000002,USA,185594.5977,,
American Samoa,US,2021-01-12 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-12 05:30:00,33.7298,-111.4312,627541,10147,85912,531482,4,8621.588118,5696693,,1.616946144,84000004,USA,42554.32654,,
Arkansas,US,2021-01-12 05:30:00,34.9697,-92.3731,256344,4081,226700,25563,5,8494.388635,2202491,,1.592001373,84000005,USA,72983.23549,,
California,US,2021-01-12 09:30:00,36.1162,-119.6816,2784716,30586,,2727541,6,6980.17168,36170528,,1.105140244,84000006,USA,91542.62973,,
Colorado,US,2021-01-12 05:30:00,39.0598,-105.3111,362825,5213,19222,338390,8,6300.427733,4798163,,1.436780817,84000008,USA,83319.72502,,
Connecticut,US,2021-01-12 05:30:00,41.5978,-72.7554,213358,6416,9800,197142,9,5984.314867,4736445,,3.007152298,84000009,USA,132848.9123,,
Delaware,US,2021-01-12 05:30:00,39.3185,-75.5071,65827,1146,18851,45990,10,6760.056852,1063800,,1.497865617,84000010,USA,109246.1829,,
Diamond Princess,US,2021-01-12 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-12 05:30:00,38.8974,-77.0268,31993,821,22153,9019,11,4533.198063,960916,,2.566186353,84000011,USA,136155.4887,,
Florida,US,2021-01-12 05:30:00,27.7663,-81.6868,1488586,23071,,1465515,12,6930.832611,16914911,,1.549860069,84000012,USA,78755.55511,,
Georgia,US,2021-01-12 05:30:00,33.0406,-83.6431,764499,11475,,753024,13,7200.419537,5708060,,1.500982997,84000013,USA,53761.25638,,
Grand Princess,US,2021-01-12 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-12 05:30:00,13.4443,144.7937,7423,124,7164,135,66,4519.908177,99160,,1.670483632,316,GUM,60379.10479,,
Hawaii,US,2021-01-12 05:30:00,21.0943,-157.4983,24201,309,11958,11482,15,1677.270262,875020,,1.296951322,84000015,USA,61800.78425,,
Idaho,US,2021-01-12 05:30:00,44.2405,-114.4788,150239,1544,66012,82683,16,8407.024926,562715,,1.027695871,84000016,USA,31488.22231,,
Illinois,US,2021-01-12 05:30:00,40.3495,-88.9861,1033526,19363,,1014163,17,8156.096902,14169986,,1.873489395,84000017,USA,111822.8075,,
Indiana,US,2021-01-12 05:30:00,39.8494,-86.2583,567338,10217,367734,190588,18,8427.206542,6140884,,1.589176117,84000018,USA,91216.34338,,
Iowa,US,2021-01-12 05:30:00,42.0115,-93.2105,297774,4139,256151,37484,19,9437.952248,1199759,,1.389980321,84000019,USA,38026.38293,,
Kansas,US,2021-01-12 05:30:00,38.5266,-96.7265,249712,3273,4896,240502,20,8534.816364,1066516,,1.306274784,84000020,USA,36608.34363,,
Kentucky,US,2021-01-12 05:30:00,37.6681,-84.6701,305706,2922,39020,263764,21,6842.622546,3335482,,0.955820298,84000021,USA,74658.14978,,
Louisiana,US,2021-01-12 05:30:00,31.1695,-91.8678,348234,7918,280373,59943,22,7490.846013,4458747,,2.27375845,84000022,USA,95911.90748,,
Maine,US,2021-01-12 05:30:00,44.6939,-69.3819,29611,438,11752,17421,23,2202.851931,1196269,,1.479180034,84000023,USA,88994.07236,,
Maryland,US,2021-01-12 05:30:00,39.0639,-76.8021,309686,6301,9431,293954,24,5122.434532,6188765,,2.03464154,84000024,USA,102366.7313,,
Massachusetts,US,2021-01-12 05:30:00,42.2302,-71.5301,437042,13206,293522,126130,25,6279.329875,11774727,,3.03856489,84000025,USA,170833.8321,,
Michigan,US,2021-01-12 05:30:00,43.3266,-84.5361,567682,14192,415079,138411,26,5684.290863,8588813,,2.499991192,84000026,USA,86001.16133,,
Minnesota,US,2021-01-12 05:30:00,45.6945,-93.9002,437552,5779,417005,14768,27,7758.520414,5687368,,1.320757304,84000027,USA,100846.4382,,
Mississippi,US,2021-01-12 05:30:00,32.7416,-89.6787,240309,5186,198888,36235,28,8074.494926,1463235,,2.158054838,84000028,USA,49165.38117,,
Missouri,US,2021-01-12 05:30:00,38.4561,-92.2884,483211,6184,,430324,29,7111.464281,3830281,,1.406082101,84000029,USA,62408.56919,,
Montana,US,2021-01-12 05:30:00,46.9219,-110.4544,86653,1057,80674,4922,30,8107.670629,845439,,1.219807739,84000030,USA,79103.33109,,
Nebraska,US,2021-01-12 05:30:00,41.1254,-98.2681,176670,1772,121710,53188,31,9133.026745,1852051,,1.002999943,84000031,USA,95742.52174,,
Nevada,US,2021-01-12 05:30:00,38.3135,-117.0554,250249,3500,,246749,32,8124.556029,2235084,,1.398606987,84000032,USA,72563.98702,,
New Hampshire,US,2021-01-12 05:30:00,43.4525,-71.5639,53913,869,45320,6118,33,3846.920412,1098825,,1.661345518,84000033,USA,80813.12867,,
New Jersey,US,2021-01-12 05:30:00,40.2989,-74.521,590162,19854,60052,510256,34,6644.329833,8251845,,3.364161027,84000034,USA,92903.27048,,
New Mexico,US,2021-01-12 05:30:00,34.8405,-106.2485,157087,2764,78826,75497,35,7491.645718,2101155,,1.759534525,84000035,USA,100206.3115,,
New York,US,2021-01-12 05:30:00,42.1657,-74.9481,1149771,39834,110600,999337,36,5910.33693,27524906,,3.464515978,84000036,USA,141490.3215,,
North Carolina,US,2021-01-12 05:30:00,35.6301,-79.8064,629124,7578,521475,100071,37,5998.464543,7668690,,1.204532016,84000037,USA,73118.12148,,
North Dakota,US,2021-01-12 05:30:00,47.5289,-99.784,94830,1360,91597,1881,38,12443.8694,1280626,,1.425709164,84000038,USA,168047.4817,,
Northern Mariana Islands,US,2021-01-12 05:30:00,15.0979,145.6739,128,2,29,97,69,232.1195416,17554,,1.5625,580,MNP,31833.019,,
Ohio,US,2021-01-12 05:30:00,40.3888,-82.7649,784957,15158,639080,136175,39,6715.290313,8186142,,1.235991271,84000039,USA,70032.26938,,
Oklahoma,US,2021-01-12 05:30:00,35.5653,-96.9289,335679,2775,289309,43163,40,8472.313798,2835163,,0.827747899,84000040,USA,71649.83014,,
Oregon,US,2021-01-12 05:30:00,44.572,-122.0709,126607,1613,5870,119124,41,3001.775597,2839839,,1.274021184,84000041,USA,67330.86961,,
Pennsylvania,US,2021-01-12 05:30:00,40.5908,-77.2098,732246,17892,537353,175618,42,5708.27705,8145981,,2.436050593,84000042,USA,32170.00108,,
Puerto Rico,US,2021-01-12 05:30:00,18.2208,-66.5901,83468,1642,73760,8066,72,2613.525278,389440,,1.967220971,630,PRI,12194.02986,,
Rhode Island,US,2021-01-12 05:30:00,41.6809,-71.5118,100607,2095,6000,92660,44,9496.951464,2166820,,1.935253014,84000044,USA,204540.2842,,
South Carolina,US,2021-01-12 05:30:00,33.8569,-80.945,357654,5826,165305,186523,45,6946.472459,3488615,,1.628948649,84000045,USA,67757.01661,,
South Dakota,US,2021-01-12 05:30:00,44.2998,-99.4388,103499,1585,96812,5102,46,11699.31013,384712,,1.531415762,84000046,USA,43487.03851,,
Tennessee,US,2021-01-12 05:30:00,35.7478,-86.6923,657396,7865,568910,80621,47,9626.288626,5969654,,1.196386957,84000047,USA,87413.99765,,
Texas,US,2021-01-12 05:30:00,31.0545,-97.5635,1990204,30585,1568710,390909,48,6863.747303,14939305,,1.536777134,84000048,USA,51522.16275,,
Utah,US,2021-01-12 05:30:00,40.15,-111.8624,307483,1396,251170,54917,49,9590.986532,2381850,,0.45400884,84000049,USA,74294.48545,,
Vermont,US,2021-01-12 05:30:00,44.0459,-72.7107,9078,156,6027,2895,50,1454.833338,761740,,1.718440185,84000050,USA,122075.8699,,
Virgin Islands,US,2021-01-12 05:30:00,18.3358,-64.8963,2143,24,1984,135,78,1997.799903,37469,,1.119925338,850,VIR,34930.26811,,
Virginia,US,2021-01-12 05:30:00,37.7693,-78.17,403386,5393,33142,364851,51,4725.969212,4621140,,1.336932863,84000051,USA,54140.11731,,
Washington,US,2021-01-12 05:30:00,47.4009,-121.4905,276686,3699,,272987,53,3633.485067,4034774,,1.33689453,84000053,USA,52985.3013,,
West Virginia,US,2021-01-12 05:30:00,38.4912,-80.9545,102282,1594,71431,29257,54,5707.232721,1674403,,1.55843648,84000054,USA,93430.00323,,
Wisconsin,US,2021-01-12 05:30:00,44.2685,-89.6165,551942,5575,474830,71537,55,9479.575037,5626886,,1.010069899,84000055,USA,96641.47331,,
Wyoming,US,2021-01-12 05:30:00,42.756,-107.3025,47395,489,44982,1924,56,8189.073518,534614,,1.031754404,84000056,USA,92372.47283,,
Alabama,US,2021-01-13 05:30:00,32.3182,-86.9023,407848,5573,211684,190591,1,8318.021857,1981019,,1.366440439,84000001,USA,40402.69743,,
