PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LAT,LONG_,CONFIRMED,DEATHS,RECOVERED,ACTIVE,FIPS,INCIDENT_RATE,TOTAL_TEST_RESULTS,PEOPLE_HOSPITALIZED,CASE_FATALITY_RATIO,UID,ISO3,TESTING_RATE,HOSPITALIZATION_RATE,CODE
Alabama,US,2021-01-02 05:30:00,32.3182,-86.9023,365747,4872,202137,158738,1,7459.375895,1885216,,1.332068342,84000001,USA,38448.8042,,
Alaska,US,2021-01-02 05:30:00,61.3707,-152.4044,47019,206,7165,39615,2,6422.844801,1275750,,0.438428468,84000002,USA,174391.1858,,
American Samoa,US,2021-01-02 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-02 05:30:00,33.7298,-111.4312,530267,9015,76934,444318,4,7285.171274,5155330,,1.700086937,84000004,USA,39551.86058,,
Arkansas,US,2021-01-02 05:30:00,34.9697,-92.3731,229442,3711,199247,26484,5,7602.945718,2051488,,1.617402219,84000005,USA,67979.49767,,
California,US,2021-01-02 05:30:00,36.1162,-119.6816,2365024,26424,,2309915,6,5912.603297,33058311,,1.125160035,84000006,USA,83666.03671,,
Colorado,US,2021-01-02 05:30:00,39.0598,-105.3111,337161,4873,18102,314186,8,5854.774381,4444206,,1.445303579,84000008,USA,77173.28942,,
Connecticut,US,2021-01-02 05:30:00,41.5978,-72.7554,185708,5995,9800,169913,9,5208.781229,4320693,,3.228186185,84000009,USA,121187.8034,,
Delaware,US,2021-01-02 05:30:00,39.3185,-75.5071,58064,1065,18851,38283,10,5962.841099,984606,,1.601680904,84000010,USA,101113.4115,,
Diamond Princess,US,2021-01-02 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-02 05:30:00,38.8974,-77.0268,29252,788,20941,7523,11,4144.816358,904302,,2.6938329,84000011,USA,128133.6566,,
Florida,US,2021-01-02 05:30:00,27.7663,-81.6868,1323315,21673,,1301642,12,6161.333478,15703599,,1.637780876,84000012,USA,73115.70581,,
Georgia,US,2021-01-02 05:30:00,33.0406,-83.6431,677589,10958,,666631,13,6381.859327,5401054,,1.61720453,84000013,USA,50869.72611,,
Grand Princess,US,2021-01-02 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-02 05:30:00,13.4443,144.7937,7326,122,7047,157,66,4460.844309,96201,,1.665301665,316,GUM,58577.35236,,
Hawaii,US,2021-01-02 05:30:00,21.0943,-157.4983,22397,289,11958,9775,15,1555.366587,816811,,1.31232404,84000015,USA,57689.60754,,
Idaho,US,2021-01-02 05:30:00,44.2405,-114.4788,141077,1436,58649,80992,16,7894.340721,545485,,1.017883851,84000016,USA,30524.07159,,
Illinois,US,2021-01-02 05:30:00,40.3495,-88.9861,963389,17978,,945411,17,7602.60897,13374665,,1.866120539,84000017,USA,105546.5114,,
Indiana,US,2021-01-02 05:30:00,39.8494,-86.2583,517773,9468,345474,163928,18,7690.970837,5730043,,1.616731657,84000018,USA,85113.73442,,
Iowa,US,2021-01-02 05:30:00,42.0115,-93.2105,282980,3898,241229,37853,19,8969.056154,1174406,,1.377482508,84000019,USA,37222.81915,,
Kansas,US,2021-01-02 05:30:00,38.5266,-96.7265,230108,2892,4612,222819,20,7905.18976,1012506,,1.247052796,84000020,USA,34754.44116,,
Kentucky,US,2021-01-02 05:30:00,37.6681,-84.6701,265261,2623,36740,225898,21,5937.34143,3148606,,0.988837409,84000021,USA,70475.30112,,
Louisiana,US,2021-01-02 05:30:00,31.1695,-91.8678,315275,7488,263712,44075,22,6781.866437,4214182,,2.375069384,84000022,USA,90651.08069,,
Maine,US,2021-01-02 05:30:00,44.6939,-69.3819,24902,352,11374,13176,23,1852.535166,1111413,,1.413541081,84000023,USA,82681.37764,,
Maryland,US,2021-01-02 05:30:00,39.0639,-76.8021,280219,5942,9358,264919,24,4635.028649,5761534,,2.120484335,84000024,USA,95300.01588,,
Massachusetts,US,2021-01-02 05:30:00,42.2302,-71.5301,375178,12423,261672,101083,25,5443.276557,10944699,,3.31122827,84000025,USA,158791.3563,,
Michigan,US,2021-01-02 05:30:00,43.3266,-84.5361,528621,13018,318389,197214,26,5293.166809,8113075,,2.46263391,84000026,USA,81237.52047,,
Minnesota,US,2021-01-02 05:30:00,45.6945,-93.9002,415302,5382,397080,12840,27,7363.991126,5351379,,1.295924412,84000027,USA,94888.79771,,
Mississippi,US,2021-01-02 05:30:00,32.7416,-89.6787,218386,4816,167263,46307,28,7337.871861,1346044,,2.205269569,84000028,USA,45227.70869,,
Missouri,US,2021-01-02 05:30:00,38.4561,-92.2884,445019,5747,397080,4684,29,6639.214342,3665980,,1.402042324,84000029,USA,59731.53575,,
Montana,US,2021-01-02 05:30:00,46.9219,-110.4544,81555,961,74991,5603,30,7630.677278,791589,,1.178345902,84000030,USA,74064.8666,,
Nebraska,US,2021-01-02 05:30:00,41.1254,-98.2681,167716,1668,107694,58354,31,8670.146112,1755820,,0.994538386,84000031,USA,90767.82147,,
Nevada,US,2021-01-02 05:30:00,38.3135,-117.0554,227046,3143,,223903,32,7371.250028,2095778,,1.384300979,84000032,USA,68041.29401,,
New Hampshire,US,2021-01-02 05:30:00,43.4525,-71.5639,45932,759,37350,5919,33,3238.041025,1032929,,1.723902971,84000033,USA,75966.80471,,
New Jersey,US,2021-01-02 05:30:00,40.2989,-74.521,535043,19160,56109,407592,34,5436.283169,7792714,,3.96801564,84000034,USA,87734.15115,,
New Mexico,US,2021-01-02 05:30:00,34.8405,-106.2485,144142,2502,66638,75002,35,6874.284932,1983507,,1.73578832,84000035,USA,94595.55357,,
New York,US,2021-01-02 05:30:00,42.1657,-74.9481,995816,38155,102968,854693,36,5118.939407,25504313,,3.831531126,84000036,USA,131103.5702,,
North Carolina,US,2021-01-02 05:30:00,35.6301,-79.8064,539545,6748,403488,129309,37,5144.361925,6944103,,1.250683446,84000037,USA,66209.45256,,
North Dakota,US,2021-01-02 05:30:00,47.5289,-99.784,92770,1316,89314,2147,38,12173.55018,1277930,,1.411016492,84000038,USA,167693.7047,,
Northern Mariana Islands,US,2021-01-02 05:30:00,15.0979,145.6739,122,2,29,91,69,221.2389381,17551,,1.639344262,580,MNP,31827.5787,,
Ohio,US,2021-01-02 05:30:00,40.3888,-82.7649,700380,13745,556106,135312,39,5991.735891,7752314,,1.279591079,84000039,USA,66320.88014,,
Oklahoma,US,2021-01-02 05:30:00,35.5653,-96.9289,291209,2489,255843,32604,40,7352.492601,2685254,,0.855514615,84000040,USA,67861.35152,,
Oregon,US,2021-01-02 05:30:00,44.572,-122.0709,113909,1477,5870,106562,41,2700.713677,2652670,,1.29664908,84000041,USA,62893.20553,,
Pennsylvania,US,2021-01-02 05:30:00,40.5908,-77.2098,653260,16245,429017,206919,42,5093.669429,7607664,,2.477414962,84000042,USA,30645.58171,,
Puerto Rico,US,2021-01-02 05:30:00,18.2208,-66.5901,77054,1521,66930,8603,72,2412.692011,383026,,1.973940354,630,PRI,11993.19659,,
Rhode Island,US,2021-01-02 05:30:00,41.6809,-71.5118,87949,1944,5381,80791,44,8302.080216,1974498,,2.020489147,84000044,USA,186385.7552,,
South Carolina,US,2021-01-02 05:30:00,33.8569,-80.945,307507,5296,151084,151127,45,5972.501094,3173021,,1.722237217,84000045,USA,61627.44716,,
South Dakota,US,2021-01-02 05:30:00,44.2998,-99.4388,99164,1488,91980,5696,46,11209.29081,372640,,1.500544552,84000046,USA,42122.44492,,
Tennessee,US,2021-01-02 05:30:00,35.7478,-86.6923,586802,6907,508914,70981,47,8592.576496,5644058,,1.17705802,84000047,USA,82646.27611,,
Texas,US,2021-01-02 05:30:00,31.0545,-97.5635,1782956,28359,1435164,316178,48,6137.406206,13848790,,1.587608417,84000048,USA,47761.23202,,
Utah,US,2021-01-02 05:30:00,40.15,-111.8624,276612,1269,224439,50904,49,8628.06063,2245303,,0.458765346,84000049,USA,70035.32174,,
Vermont,US,2021-01-02 05:30:00,44.0459,-72.7107,7412,136,4959,2317,50,1187.841452,697705,,1.834862385,84000050,USA,111813.6698,,
Virgin Islands,US,2021-01-02 05:30:00,18.3358,-64.8963,2036,23,1901,112,78,1898.049745,36212,,1.129666012,850,VIR,33758.43681,,
Virginia,US,2021-01-02 05:30:00,37.7693,-78.17,354766,5081,30964,318721,51,4156.349485,4291320,,1.432211655,84000051,USA,50276.02891,,
Washington,US,2021-01-02 05:30:00,47.4009,-121.4905,246752,3461,,243291,53,3240.386963,3836820,,1.402622876,84000053,USA,50385.73753,,
West Virginia,US,2021-01-02 05:30:00,38.4912,-80.9545,87820,1361,60316,26143,54,4900.267668,1535487,,1.549760875,84000054,USA,85678.63016,,
Wisconsin,US,2021-01-02 05:30:00,44.2685,-89.6165,522523,5254,450358,66911,55,8974.305248,5380828,,1.005505978,84000055,USA,92415.44,,
Wyoming,US,2021-01-02 05:30:00,42.756,-107.3025,44409,438,42570,1401,56,7673.142016,501784,,0.986286564,84000056,USA,86699.99084,,
Alabama,US,2021-01-03 05:30:00,32.3182,-86.9023,369458,4872,202137,162449,1,7535.061394,1891468,,1.318688457,84000001,USA,38576.31315,,
Alaska,US,2021-01-03 05:30:00,61.3707,-152.4044,47821,215,7165,40421,2,6534.252848,1290349,,0.449781385,84000002,USA,176386.8251,,
American Samoa,US,2021-01-03 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-03 05:30:00,33.7298,-111.4312,539150,9061,77867,452222,4,7407.212013,5218721,,1.680608365,84000004,USA,39916.14181,,
Arkansas,US,2021-01-03 05:30:00,34.9697,-92.3731,231442,3729,203701,24012,5,7669.219075,2079788,,1.611202807,84000005,USA,68917.26567,,
California,US,2021-01-03 05:30:00,36.1162,-119.6816,2415246,26618,,2362015,6,6045.10913,33391442,,1.111214846,84000006,USA,84509.14544,,
Colorado,US,2021-01-03 05:30:00,39.0598,-105.3111,339172,4912,18217,316043,8,5889.695239,4474747,,1.448232755,84000008,USA,77703.63149,,
Connecticut,US,2021-01-03 05:30:00,41.5978,-72.7554,190120,6099,9800,174221,9,5332.530032,4383361,,3.207973911,84000009,USA,122945.5301,,
Delaware,US,2021-01-03 05:30:00,39.3185,-75.5071,58873,1072,18851,39092,10,6045.920778,991318,,1.579671496,84000010,USA,101802.6955,,
Diamond Princess,US,2021-01-03 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-03 05:30:00,38.8974,-77.0268,29509,792,21002,7715,11,4181.231571,911378,,2.683926938,84000011,USA,129136.2793,,
Florida,US,2021-01-03 05:30:00,27.7663,-81.6868,1354833,21890,,1332943,12,6308.080782,15950750,,1.615697285,84000012,USA,74266.43692,,
Georgia,US,2021-01-03 05:30:00,33.0406,-83.6431,685122,10960,,674162,13,6452.808747,5436988,,1.599715087,84000013,USA,51208.16982,,
Grand Princess,US,2021-01-03 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-03 05:30:00,13.4443,144.7937,7326,122,7047,157,66,4460.844309,96201,,1.665301665,316,GUM,58577.35236,,
Hawaii,US,2021-01-03 05:30:00,21.0943,-157.4983,22448,289,11958,9934,15,1566.596415,822805,,1.302916911,84000015,USA,58112.95089,,
Idaho,US,2021-01-03 05:30:00,44.2405,-114.4788,142199,1448,58649,82102,16,7957.12523,545485,,1.018291268,84000016,USA,30524.07159,,
Illinois,US,2021-01-03 05:30:00,40.3495,-88.9861,975352,18217,,957138,17,7697.015291,13436652,,1.867428375,84000017,USA,106035.6834,,
Indiana,US,2021-01-03 05:30:00,39.8494,-86.2583,523090,9562,347401,167279,18,7769.949254,5769273,,1.607753924,84000018,USA,85696.45462,,
Iowa,US,2021-01-03 05:30:00,42.0115,-93.2105,283895,3946,243214,36735,19,8998.057095,1175920,,1.38995051,84000019,USA,37270.8054,,
Kansas,US,2021-01-03 05:30:00,38.5266,-96.7265,230119,2893,4612,222830,20,7905.567337,1012506,,1.246993235,84000020,USA,34754.44116,,
Kentucky,US,2021-01-03 05:30:00,37.6681,-84.6701,273970,2698,37273,233999,21,6132.275124,3210804,,0.984779355,84000021,USA,71867.48001,,
Louisiana,US,2021-01-03 05:30:00,31.1695,-91.8678,315275,7488,263712,44075,22,6781.866437,4214182,,2.375069384,84000022,USA,90651.08069,,
Maine,US,2021-01-03 05:30:00,44.6939,-69.3819,25245,358,11438,13449,23,1878.051974,1112457,,1.418102595,84000023,USA,82759.04396,,
Maryland,US,2021-01-03 05:30:00,39.0639,-76.8021,283171,5967,9374,267830,24,4683.856903,5807666,,2.107207306,84000024,USA,96063.07314,,
Massachusetts,US,2021-01-03 05:30:00,42.2302,-71.5301,384181,12502,261672,110007,25,5573.89674,11046093,,3.254195288,84000025,USA,160262.433,,
Michigan,US,2021-01-03 05:30:00,43.3266,-84.5361,538121,13306,363611,161204,26,5388.291832,8122575,,2.472678078,84000026,USA,81332.6455,,
Minnesota,US,2021-01-03 05:30:00,45.6945,-93.9002,417832,5436,398199,14197,27,7408.852209,5387936,,1.301001359,84000027,USA,95537.01376,,
Mississippi,US,2021-01-03 05:30:00,32.7416,-89.6787,220277,4840,167263,48174,28,7401.410346,1347935,,2.197233483,84000028,USA,45291.24718,,
Missouri,US,2021-01-03 05:30:00,38.4561,-92.2884,448387,5751,,404588,29,6685.292276,3679665,,1.393353725,84000029,USA,59954.51189,,
Montana,US,2021-01-03 05:30:00,46.9219,-110.4544,81944,971,75974,4999,30,7667.073985,792779,,1.184955579,84000030,USA,74176.20872,,
Nebraska,US,2021-01-03 05:30:00,41.1254,-98.2681,168262,1669,109705,56888,31,8698.371802,1766104,,0.991905481,84000031,USA,91299.45699,,
Nevada,US,2021-01-03 05:30:00,38.3135,-117.0554,228871,3148,,225723,32,7482.315831,2111559,,1.365922236,84000032,USA,68553.63819,,
New Hampshire,US,2021-01-03 05:30:00,43.4525,-71.5639,46614,769,37947,6490,33,3324.677082,1032929,,1.701101624,84000033,USA,75966.80471,,
New Jersey,US,2021-01-03 05:30:00,40.2989,-74.521,541202,19187,56575,412610,34,5498.328678,7798225,,3.928767415,84000034,USA,87796.19666,,
New Mexico,US,2021-01-03 05:30:00,34.8405,-106.2485,145379,2534,67573,75272,35,6933.278775,1995329,,1.743030286,84000035,USA,95159.3573,,
New York,US,2021-01-03 05:30:00,42.1657,-74.9481,1011665,38273,103828,869564,36,5200.410352,25706759,,3.78316933,84000036,USA,132144.2331,,
North Carolina,US,2021-01-03 05:30:00,35.6301,-79.8064,558437,6892,403488,148057,37,5324.490155,7079384,,1.234158911,84000037,USA,67499.30683,,
North Dakota,US,2021-01-03 05:30:00,47.5289,-99.784,92891,1317,89582,1999,38,12189.42816,1290077,,1.41025503,84000038,USA,169287.6695,,
Northern Mariana Islands,US,2021-01-03 05:30:00,15.0979,145.6739,122,2,29,91,69,221.2389381,17551,,1.639344262,580,MNP,31827.5787,,
Ohio,US,2021-01-03 05:30:00,40.3888,-82.7649,714673,13898,573641,132015,39,6114.012199,7819008,,1.261695908,84000039,USA,66891.44588,,
Oklahoma,US,2021-01-03 05:30:00,35.5653,-96.9289,296343,2527,259841,33687,40,7481.85923,2690373,,0.853557616,84000040,USA,67990.71815,,
Oregon,US,2021-01-03 05:30:00,44.572,-122.0709,116348,1492,5870,108986,41,2758.540895,2652670,,1.282359817,84000041,USA,62893.20553,,
Pennsylvania,US,2021-01-03 05:30:00,40.5908,-77.2098,661901,16273,453531,190870,42,5159.979438,7675010,,2.449211299,84000042,USA,30829.58437,,
Puerto Rico,US,2021-01-03 05:30:00,18.2208,-66.5901,77932,1526,68340,8066,72,2440.183687,383904,,1.958117333,630,PRI,12020.68827,,
Rhode Island,US,2021-01-03 05:30:00,41.6809,-71.5118,87949,1957,5381,80791,44,8302.080216,1974498,,2.020489147,84000044,USA,186385.7552,,
South Carolina,US,2021-01-03 05:30:00,33.8569,-80.945,312718,5385,152535,154798,45,6073.710833,3204255,,1.721998734,84000045,USA,62234.08408,,
South Dakota,US,2021-01-03 05:30:00,44.2998,-99.4388,99829,1501,92595,5733,46,11284.46102,373946,,1.503571107,84000046,USA,42270.07242,,
Tennessee,US,2021-01-03 05:30:00,35.7478,-86.6923,604132,6970,523089,74073,47,8846.340714,5718900,,1.153721372,84000047,USA,83742.19195,,
Texas,US,2021-01-03 05:30:00,31.0545,-97.5635,1801181,28442,1443061,322054,48,6185.199201,14005637,,1.580080437,84000048,USA,48302.16057,,
Utah,US,2021-01-03 05:30:00,40.15,-111.8624,281654,1294,230287,50073,49,8785.330313,2268187,,0.459428945,84000049,USA,70749.11774,,
Vermont,US,2021-01-03 05:30:00,44.0459,-72.7107,7689,139,5188,2362,50,1232.233261,708246,,1.807777344,84000050,USA,113502.9624,,
Virgin Islands,US,2021-01-03 05:30:00,18.3358,-64.8963,2041,23,1901,117,78,1902.710967,36212,,1.126898579,850,VIR,33758.43681,,
Virginia,US,2021-01-03 05:30:00,37.7693,-78.17,358755,5117,31182,322456,51,4203.083609,4337939,,1.426321584,84000051,USA,50822.20542,,
Washington,US,2021-01-03 05:30:00,47.4009,-121.4905,246752,3461,,243291,53,3240.386963,3836820,,1.402622876,84000053,USA,50385.73753,,
West Virginia,US,2021-01-03 05:30:00,38.4912,-80.9545,89327,1373,61120,26834,54,4984.356752,1552160,,1.537049268,84000054,USA,86608.96679,,
Wisconsin,US,2021-01-03 05:30:00,44.2685,-89.6165,523652,5256,452502,65894,55,8993.695764,5402674,,1.003720028,84000055,USA,92790.64391,,
Wyoming,US,2021-01-03 05:30:00,42.756,-107.3025,44573,438,43037,1098,56,7701.478508,501784,,0.982657663,84000056,USA,86699.99084,,
Alabama,US,2021-01-04 05:30:00,32.3182,-86.9023,371934,4873,202137,164924,1,7585.559182,1900070,,1.310178688,84000001,USA,38751.75014,,
Alaska,US,2021-01-04 05:30:00,61.3707,-152.4044,48118,215,7165,40718,2,6574.851855,1293837,,0.447004033,84000002,USA,176863.6242,,
American Samoa,US,2021-01-04 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-04 05:30:00,33.7298,-111.4312,556384,9061,78690,468633,4,7643.98451,5257472,,1.628551504,84000004,USA,40154.97511,,
Arkansas,US,2021-01-04 05:30:00,34.9697,-92.3731,233475,3749,203701,26025,5,7736.585941,2079788,,1.605739373,84000005,USA,68917.26567,,
California,US,2021-01-04 05:30:00,36.1162,-119.6816,2452262,26709,,2400292,6,6142.225913,33812786,,1.097600672,84000006,USA,85575.50913,,
Colorado,US,2021-01-04 05:30:00,39.0598,-105.3111,341250,4934,18305,318011,8,5925.779546,4502496,,1.445860806,84000008,USA,78185.4907,,
Connecticut,US,2021-01-04 05:30:00,41.5978,-72.7554,190120,6099,9800,174221,9,5332.530032,4383361,,3.207973911,84000009,USA,122945.5301,,
Delaware,US,2021-01-04 05:30:00,39.3185,-75.5071,59484,1080,18851,39703,10,6108.666987,996096,,1.563445632,84000010,USA,102293.3688,,
Diamond Princess,US,2021-01-04 05:30:00,,,49,0,,49,88888,,,,0,84088888,USA,,,
District of Columbia,US,2021-01-04 05:30:00,38.8974,-77.0268,29764,794,21072,7898,11,4217.363397,918000,,2.667652197,84000011,USA,130074.5733,,
Florida,US,2021-01-04 05:30:00,27.7663,-81.6868,1365436,21987,,1343449,12,6357.44818,16020601,,1.610254893,84000012,USA,74591.66205,,
Georgia,US,2021-01-04 05:30:00,33.0406,-83.6431,690900,10964,,679936,13,6507.228731,5462241,,1.586915617,84000013,USA,51446.01473,,
Grand Princess,US,2021-01-04 05:30:00,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,
Guam,US,2021-01-04 05:30:00,13.4443,144.7937,7326,122,7047,157,66,4460.844309,96202,,1.665301665,316,GUM,58577.96126,,
Hawaii,US,2021-01-04 05:30:00,21.0943,-157.4983,22560,289,11958,10056,15,1575.213014,825956,,1.295789804,84000015,USA,58335.49925,,
Idaho,US,2021-01-04 05:30:00,44.2405,-114.4788,142507,1448,60164,80895,16,7974.360194,548008,,1.016090438,84000016,USA,30665.2528,,
Illinois,US,2021-01-04 05:30:00,40.3495,-88.9861,979821,18322,,961499,17,7732.282519,13482117,,1.869933386,84000017,USA,106394.4716,,
Indiana,US,2021-01-04 05:30:00,39.8494,-86.2583,526071,9625,348425,169171,18,7814.22886,5792697,,1.610999276,84000018,USA,86044.39339,,
Iowa,US,2021-01-04 05:30:00,42.0115,-93.2105,284715,3946,244021,36748,19,9024.04701,1178096,,1.385947351,84000019,USA,37339.77376,,
Kansas,US,2021-01-04 05:30:00,38.5266,-96.7265,230119,2893,4612,222830,20,7905.567337,1012506,,1.246993235,84000020,USA,34754.44116,,
Kentucky,US,2021-01-04 05:30:00,37.6681,-84.6701,276825,2723,37375,236727,21,6196.178637,3210804,,0.983653933,84000021,USA,71867.48001,,
Louisiana,US,2021-01-04 05:30:00,31.1695,-91.8678,321058,7537,263712,49809,22,6906.264291,4256466,,2.34755091,84000022,USA,91560.64992,,
Maine,US,2021-01-04 05:30:00,44.6939,-69.3819,25592,359,11465,13768,23,1903.866354,1112804,,1.402782119,84000023,USA,82784.85834,,
Maryland,US,2021-01-04 05:30:00,39.0639,-76.8021,285319,5994,9378,269947,24,4719.386405,5834126,,2.100806466,84000024,USA,96500.74102,,
Massachusetts,US,2021-01-04 05:30:00,42.2302,-71.5301,387662,12610,261672,113380,25,5624.400889,11090924,,3.252833654,84000025,USA,160912.8643,,
Michigan,US,2021-01-04 05:30:00,43.3266,-84.5361,538121,13306,363611,161204,26,5388.291832,8122575,,2.472678078,84000026,USA,81332.6455,,
Minnesota,US,2021-01-04 05:30:00,45.6945,-93.9002,420544,5489,403419,11636,27,7456.940453,5476196,,1.305214199,84000027,USA,97102.00949,,
Mississippi,US,2021-01-04 05:30:00,32.7416,-89.6787,222061,4871,167263,49927,28,7461.353581,1349719,,2.193541414,84000028,USA,45351.19041,,
Missouri,US,2021-01-04 05:30:00,38.4561,-92.2884,451605,5770,,407102,29,6726.563635,3691231,,1.389406983,84000029,USA,60142.96217,,
Montana,US,2021-01-04 05:30:00,46.9219,-110.4544,82381,972,76501,4908,30,7707.961803,795796,,1.179883711,84000030,USA,74458.49372,,
Nebraska,US,2021-01-04 05:30:00,41.1254,-98.2681,169000,1672,105963,61365,31,8736.523009,1769798,,0.989349112,84000031,USA,91490.41981,,
Nevada,US,2021-01-04 05:30:00,38.3135,-117.0554,231614,3180,,228434,32,7519.554204,2122793,,1.372974,84000032,USA,68918.35998,,
New Hampshire,US,2021-01-04 05:30:00,43.4525,-71.5639,47376,780,39574,6096,33,3416.167112,1051054,,1.679224973,84000033,USA,77299.80856,,
New Jersey,US,2021-01-04 05:30:00,40.2989,-74.521,545450,19208,56873,415961,34,5539.647317,7801895,,3.903731795,84000034,USA,87837.5153,,
New Mexico,US,2021-01-04 05:30:00,34.8405,-106.2485,146394,2551,68876,74967,35,6981.685202,2006168,,1.742557755,84000035,USA,95676.28071,,
New York,US,2021-01-04 05:30:00,42.1657,-74.9481,1023897,38415,104402,881080,36,5263.2883,25849104,,3.751842226,84000036,USA,132875.9501,,
North Carolina,US,2021-01-04 05:30:00,35.6301,-79.8064,564924,6910,403488,154526,37,5386.341299,7132661,,1.223173383,84000037,USA,68007.28331,,
North Dakota,US,2021-01-04 05:30:00,47.5289,-99.784,93041,1317,89879,1852,38,12209.11159,1291452,,1.407981428,84000038,USA,169468.101,,
Northern Mariana Islands,US,2021-01-04 05:30:00,15.0979,145.6739,122,2,29,91,69,221.2389381,17551,,1.639344262,580,MNP,31827.5787,,
Ohio,US,2021-01-04 05:30:00,40.3888,-82.7649,721481,14032,579583,132822,39,6172.254494,7898946,,1.257967985,84000039,USA,67575.31375,,
Oklahoma,US,2021-01-04 05:30:00,35.5653,-96.9289,304375,2547,265293,36232,40,7684.463697,2698390,,0.837630561,84000040,USA,68193.32262,,
Oregon,US,2021-01-04 05:30:00,44.572,-122.0709,117745,1500,5870,110375,41,2791.662923,2652670,,1.273939445,84000041,USA,62893.20553,,
Pennsylvania,US,2021-01-04 05:30:00,40.5908,-77.2098,666341,16331,453531,195152,42,5193.825741,7715509,,2.440920842,84000042,USA,30926.31153,,
Puerto Rico,US,2021-01-04 05:30:00,18.2208,-66.5901,78169,1545,68661,7963,72,2447.604561,384141,,1.976486843,630,PRI,12028.10914,,
Rhode Island,US,2021-01-04 05:30:00,41.6809,-71.5118,87949,1974,5381,80791,44,8302.080216,1974498,,2.020489147,84000044,USA,186385.7552,,
South Carolina,US,2021-01-04 05:30:00,33.8569,-80.945,321669,5469,154943,161257,45,6247.56007,3261427,,1.700194921,84000045,USA,63344.49729,,
South Dakota,US,2021-01-04 05:30:00,44.2998,-99.4388,100532,1513,93031,5988,46,11363.92667,375955,,1.504993435,84000046,USA,42497.16557,,
Tennessee,US,2021-01-04 05:30:00,35.7478,-86.6923,608297,7025,526966,74306,47,8907.329056,5735403,,1.154863496,84000047,USA,83983.84636,,
Texas,US,2021-01-04 05:30:00,31.0545,-97.5635,1816886,28496,1451846,330044,48,6243.369532,14053710,,1.570440585,84000048,USA,48467.95309,,
Utah,US,2021-01-04 05:30:00,40.15,-111.8624,283473,1301,232355,49817,49,8842.068424,2274838,,0.458950235,84000049,USA,70956.57523,,
Vermont,US,2021-01-04 05:30:00,44.0459,-72.7107,7793,140,5272,2381,50,1248.900221,711104,,1.796484024,84000050,USA,113960.9833,,
Virgin Islands,US,2021-01-04 05:30:00,18.3358,-64.8963,2042,23,1920,99,78,1903.643211,36407,,1.126346719,850,VIR,33940.22448,,
Virginia,US,2021-01-04 05:30:00,37.7693,-78.17,363765,5124,31368,327273,51,4261.779512,4365480,,1.408601707,84000051,USA,51144.86887,,
Washington,US,2021-01-04 05:30:00,47.4009,-121.4905,255396,3459,,251937,53,3353.901361,3836820,,1.354367335,84000053,USA,50385.73753,,
West Virginia,US,2021-01-04 05:30:00,38.4912,-80.9545,91058,1376,62264,27418,54,5080.944811,1560022,,1.511124778,84000054,USA,87047.65848,,
Wisconsin,US,2021-01-04 05:30:00,44.2685,-89.6165,526245,5261,454850,66134,55,9038.230403,5411129,,0.999724463,84000055,USA,92935.8581,,
Wyoming,US,2021-01-04 05:30:00,42.756,-107.3025,44875,438,43068,1369,56,7753.659122,501784,,0.976044568,84000056,USA,86699.99084,,
Alabama,US,2021-01-05 05:30:00,32.3182,-86.9023,374095,4878,202137,167080,1,7629.632576,1903388,,1.303946858,84000001,USA,38819.42044,,
Alaska,US,2021-01-05 05:30:00,61.3707,-152.4044,48382,218,7165,40980,2,6611.076557,1297498,,0.450757811,84000002,USA,177364.0719,,
American Samoa,US,2021-01-05 05:30:00,-14.271,-170.132,0,0,,0,60,0,2140,,,16,ASM,3846.084722,,
Arizona,US,2021-01-05 05:30:00,33.7298,-111.4312,561542,9064,79480,472998,4,7714.848647,5288658,,1.614126815,84000004,USA,40358.6099,,
Arkansas,US,2021-01-05 05:30:00,34.9697,-92.3731,234781,3800,207898,23083,5,7779.862443,2095621,,1.618529608,84000005,USA,69441.91869,,
California,US,2021-01-05 05:30:00,36.1162,-119.6816,2490518,27084,,2431220,6,6221.112895,34127013,,1.093527521,84000006,USA,86370.77443,,
Colorado,US,2021-01-05 05:30:00,39.0598,-105.3111,343435,4944,18403,320088,8,5963.7219,4529774,,1.439573718,84000008,USA,78659.17104,,
Connecticut,US,2021-01-05 05:30:00,41.5978,-72.7554,194636,6168,9800,178668,9,5459.195852,4468860,,3.168992376,84000009,USA,125343.6259,,
Delaware,US,2021-01-05 05:30:00,39.3185,-75.5071,60333,1085,18851,40545,10,6195.854437,1004179,,1.553047254,84000010,USA,103123.4467,,
